9/28/2018 0:10,2.1,,
9/28/2018 0:20,2.1,,
9/28/2018 0:30,2.1,,
9/28/2018 0:40,2.2,,
9/28/2018 0:50,2.2,,
9/28/2018 1:00,2.2,,
9/28/2018 1:10,2.2,,
9/28/2018 1:20,2.2,,
9/28/2018 1:30,2.2,,
9/28/2018 1:40,2.2,,
9/28/2018 1:50,2.2,,
9/28/2018 2:00,2.2,,
9/28/2018 2:10,2.3,,
9/28/2018 2:20,2.3,,
9/28/2018 2:30,2.3,,
9/28/2018 2:40,2.3,,
9/28/2018 2:50,2.3,,
9/28/2018 3:00,2.3,,
9/28/2018 3:10,2.3,,
9/28/2018 3:20,2.3,,
9/28/2018 3:30,2.3,,
9/28/2018 3:40,2.2,,
9/28/2018 3:50,2.2,,
9/28/2018 4:00,2.2,,
9/28/2018 4:10,2.2,,
9/28/2018 4:20,2.2,,
9/28/2018 4:30,2.1,,
9/28/2018 4:40,2.1,,
9/28/2018 4:50,2.1,,
9/28/2018 5:00,2.1,,
9/28/2018 5:10,2.1,,
9/28/2018 5:20,2,,
9/28/2018 5:30,2,,
9/28/2018 5:40,2,,
9/28/2018 5:50,1.9,,
9/28/2018 6:00,1.9,,
9/28/2018 6:10,1.9,,
9/28/2018 6:20,1.9,,
9/28/2018 6:30,1.9,,
9/28/2018 6:40,1.8,,
9/28/2018 6:50,1.8,,
9/28/2018 7:00,1.8,,
9/28/2018 7:10,1.8,,
9/28/2018 7:20,1.8,,
9/28/2018 7:30,1.8,,
9/28/2018 7:40,1.8,,
9/28/2018 7:50,1.8,,
9/28/2018 8:00,1.8,,
9/28/2018 8:10,1.8,,
9/28/2018 8:20,1.8,,
9/28/2018 8:30,1.8,,
9/28/2018 8:40,1.8,,
9/28/2018 8:50,1.8,,
9/28/2018 9:00,1.8,,
9/28/2018 9:10,1.8,,
9/28/2018 9:20,1.8,,
9/28/2018 9:30,1.8,,
9/28/2018 9:40,1.8,,
9/28/2018 9:50,1.9,,
9/28/2018 10:00,1.9,,
9/28/2018 10:10,1.9,,
9/28/2018 10:20,2,,
9/28/2018 10:30,2,,
9/28/2018 10:40,2,,
9/28/2018 10:50,2.1,,
9/28/2018 11:00,2.1,,
9/28/2018 11:10,2.2,,
9/28/2018 11:20,2.2,,
9/28/2018 11:30,2.3,,
9/28/2018 11:40,2.3,,
9/28/2018 11:50,2.4,,
9/28/2018 12:00,2.4,,
9/28/2018 12:10,2.5,,
9/28/2018 12:20,2.5,,
9/28/2018 12:30,2.6,,
9/28/2018 12:40,2.6,,
9/28/2018 12:50,2.7,,
9/28/2018 13:00,2.7,,
9/28/2018 13:10,2.8,,
9/28/2018 13:20,2.8,,
9/28/2018 13:30,2.9,,
9/28/2018 13:40,2.9,,
9/28/2018 13:50,3,,
9/28/2018 14:00,3,,
9/28/2018 14:10,3,,
9/28/2018 14:20,3.1,,
9/28/2018 14:30,3.1,,
9/28/2018 14:40,3.1,,
9/28/2018 14:50,3.1,,
9/28/2018 15:00,3.2,,
9/28/2018 15:10,3.2,,
9/28/2018 15:20,3.2,,
9/28/2018 15:30,3.2,,
9/28/2018 15:40,3.2,,
9/28/2018 15:50,3.2,,
9/28/2018 16:00,3.2,,
9/28/2018 16:10,3.2,,
9/28/2018 16:20,3.1,,
9/28/2018 16:30,3.1,,
9/28/2018 16:40,3.1,,
9/28/2018 16:50,3.1,,
9/28/2018 17:00,3,,
9/28/2018 17:10,3,,
9/28/2018 17:20,3,,
9/28/2018 17:30,2.9,,
9/28/2018 17:40,2.9,,
9/28/2018 17:50,2.9,,
9/28/2018 18:00,2.8,,
9/28/2018 18:10,2.8,,
9/28/2018 18:20,2.7,,
9/28/2018 18:30,2.7,,
9/28/2018 18:40,2.6,,
9/28/2018 18:50,2.5,,
9/28/2018 19:00,2.5,,
9/28/2018 19:10,2.4,,
9/28/2018 19:20,2.4,,
9/28/2018 19:30,2.3,,
9/28/2018 19:40,2.3,,
9/28/2018 19:50,2.2,,
9/28/2018 20:00,2.2,,
9/28/2018 20:10,2.2,,
9/28/2018 20:20,2.1,,
9/28/2018 20:30,2.1,,
9/28/2018 20:40,2.1,,
9/28/2018 20:50,2,,
9/28/2018 21:00,2,,
9/28/2018 21:10,2,,
9/28/2018 21:20,1.9,,
9/28/2018 21:30,1.9,,
9/28/2018 21:40,1.9,,
9/28/2018 21:50,1.9,,
9/28/2018 22:00,1.9,,
9/28/2018 22:10,1.9,,
9/28/2018 22:20,1.9,,
9/28/2018 22:30,1.9,,
9/28/2018 22:40,1.8,,
9/28/2018 22:50,1.9,,
9/28/2018 23:00,1.9,,
9/28/2018 23:10,1.9,,
9/28/2018 23:20,1.9,,
9/28/2018 23:30,1.9,,
9/28/2018 23:40,1.9,,
9/28/2018 23:50,1.9,,
9/29/2018 0:00,1.9,,
