9/28/2018 0:00,6.652
9/28/2018 0:10,6.548
9/28/2018 0:20,6.546
9/28/2018 0:30,6.358
9/28/2018 0:40,6.248
9/28/2018 0:50,6.048
9/28/2018 1:00,5.923
9/28/2018 1:10,5.725
9/28/2018 1:20,5.374
9/28/2018 1:30,5.624
9/28/2018 1:40,5.235
9/28/2018 1:50,5.136
9/28/2018 2:00,5.236
9/28/2018 2:10,5.214
9/28/2018 2:20,5.202
9/28/2018 2:30,5.133
9/28/2018 2:40,5.025
9/28/2018 2:50,4.982
9/28/2018 3:00,4.532
9/28/2018 3:10,4.025
9/28/2018 3:20,3.307
9/28/2018 3:30,3.526
9/28/2018 3:40,3.873
9/28/2018 3:50,4.025
9/28/2018 4:00,4.581
9/28/2018 4:10,4.235
9/28/2018 4:20,4.541
9/28/2018 4:30,6.523
9/28/2018 4:40,8.285
9/28/2018 4:50,9.856
9/28/2018 5:00,11.268
9/28/2018 5:10,14.033
9/28/2018 5:20,15.774
9/28/2018 5:30,15.879
9/28/2018 5:40,16.027
9/28/2018 5:50,16.872
9/28/2018 6:00,17.103
9/28/2018 6:10,15.613
9/28/2018 6:20,15.085
9/28/2018 6:30,13.836
9/28/2018 6:40,10.335
9/28/2018 6:50,7.562
9/28/2018 7:00,5.871
9/28/2018 7:10,4.065
9/28/2018 7:20,6.257
9/28/2018 7:30,7.852
9/28/2018 7:40,9.241
9/28/2018 7:50,10.268
9/28/2018 8:00,10.035
9/28/2018 8:10,9.921
9/28/2018 8:20,9.756
9/28/2018 8:30,9.485
9/28/2018 8:40,9.025
9/28/2018 8:50,8.675
9/28/2018 9:00,8.364
9/28/2018 9:10,8.114
9/28/2018 9:20,7.856
9/28/2018 9:30,6.258
9/28/2018 9:40,5.962
9/28/2018 9:50,4.853
9/28/2018 10:00,4.025
9/28/2018 10:10,3.307
9/28/2018 10:20,3.196
9/28/2018 10:30,3.275
9/28/2018 10:40,3.754
9/28/2018 10:50,3.826
9/28/2018 11:00,4.123
9/28/2018 11:10,4.025
9/28/2018 11:20,4.168
9/28/2018 11:30,4.685
9/28/2018 11:40,5.128
9/28/2018 11:50,5.752
9/28/2018 12:00,6.328
9/28/2018 12:10,7.135
9/28/2018 12:20,8.337
9/28/2018 12:30,9.231
9/28/2018 12:40,10.257
9/28/2018 12:50,11.256
9/28/2018 13:00,12.242
9/28/2018 13:10,13.852
9/28/2018 13:20,14.872
9/28/2018 13:30,15.236
9/28/2018 13:40,13.254
9/28/2018 13:50,11.353
9/28/2018 14:00,9.254
9/28/2018 14:10,7.133
9/28/2018 14:20,7.328
9/28/2018 14:30,7.120
9/28/2018 14:40,7.985
9/28/2018 14:50,8.542
9/28/2018 15:00,10.852
9/28/2018 15:10,12.647
9/28/2018 15:20,14.852
9/28/2018 15:30,15.613
9/28/2018 15:40,15.085
9/28/2018 15:50,13.836
9/28/2018 16:00,10.335
9/28/2018 16:10,7.562
9/28/2018 16:20,6.325
9/28/2018 16:30,5.325
9/28/2018 16:40,5.218
9/28/2018 16:50,5.123
9/28/2018 17:00,5.072
9/28/2018 17:10,4.982
9/28/2018 17:20,4.823
9/28/2018 17:30,4.752
9/28/2018 17:40,4.632
9/28/2018 17:50,4.582
9/28/2018 18:00,4.423
9/28/2018 18:10,4.328
9/28/2018 18:20,4.288
9/28/2018 18:30,4.183
9/28/2018 18:40,4.025
9/28/2018 18:50,3.982
9/28/2018 19:00,3.832
9/28/2018 19:10,3.726
9/28/2018 19:20,3.682
9/28/2018 19:30,3.525
9/28/2018 19:40,3.756
9/28/2018 19:50,3.931
9/28/2018 20:00,4.128
9/28/2018 20:10,4.328
9/28/2018 20:20,4.582
9/28/2018 20:30,4.718
9/28/2018 20:40,4.952
9/28/2018 20:50,5.187
9/28/2018 21:00,5.687
9/28/2018 21:10,6.128
9/28/2018 21:20,6.687
9/28/2018 21:30,7.125
9/28/2018 21:40,7.682
9/28/2018 21:50,8.126
9/28/2018 22:00,8.682
9/28/2018 22:10,9.125
9/28/2018 22:20,10.252
9/28/2018 22:30,11.362
9/28/2018 22:40,12.622
9/28/2018 22:50,13.682
9/28/2018 23:00,14.552
9/28/2018 23:10,12.233
9/28/2018 23:20,10.621
9/28/2018 23:30,10.626
9/28/2018 23:40,10.253
9/28/2018 23:50,10.023
9/29/2018 0:00,9.872
