10/11/2017 0:00,346.2584476,,
10/11/2017 1:00,346.5786469,,
10/11/2017 2:00,345.9383846,,
10/11/2017 3:00,344.5583314,,
10/11/2017 4:00,342.4252496,,
10/11/2017 5:00,339.8195732,,
10/11/2017 6:00,337.0183285,,
10/11/2017 7:00,334.0807529,,
10/11/2017 8:00,330.9178843,,
10/11/2017 9:00,328.1168717,,
10/11/2017 10:00,324.7668131,,
10/11/2017 11:00,320.3500044,,
10/11/2017 12:00,313.132866,,
10/11/2017 13:00,306.7824615,,
10/11/2017 14:00,308.8703762,,
10/11/2017 15:00,312.2693505,,
10/11/2017 16:00,309.5786242,,
10/11/2017 17:00,306.4691953,,
10/11/2017 18:00,304.692745,,
10/11/2017 19:00,304.1476484,,
10/11/2017 20:00,304.8699417,,
10/11/2017 21:00,322.9982754,,
10/11/2017 22:00,336.9907641,,
10/11/2017 23:00,338.6754962,,
10/12/2017 0:00,339.7552602,,
,,,
,,,
,,,
