9/28/2018 0:00,145 
9/28/2018 1:00,147 
9/28/2018 2:00,150 
9/28/2018 3:00,154 
9/28/2018 4:00,149 
9/28/2018 5:00,154 
9/28/2018 6:00,155 
9/28/2018 7:00,157 
9/28/2018 8:00,158 
9/28/2018 9:00,160 
9/28/2018 10:00,161 
9/28/2018 11:00,163 
9/28/2018 12:00,164 
9/28/2018 13:00,166 
9/28/2018 14:00,167 
9/28/2018 15:00,169 
9/28/2018 16:00,170 
9/28/2018 17:00,172 
9/28/2018 18:00,173 
9/28/2018 19:00,175 
9/28/2018 20:00,176 
9/28/2018 21:00,178 
9/28/2018 22:00,179 
9/28/2018 23:00,181 
9/29/2018 0:00,182 
9/29/2018 1:00,184 
9/29/2018 2:00,185 
9/29/2018 3:00,187 
9/29/2018 4:00,188 
9/29/2018 5:00,190 
9/29/2018 6:00,191 
9/29/2018 7:00,193 
9/29/2018 8:00,194 
9/29/2018 9:00,196 
9/29/2018 10:00,197 
9/29/2018 11:00,199 
9/29/2018 12:00,200 
9/29/2018 13:00,202 
9/29/2018 14:00,203 
9/29/2018 15:00,205 
9/29/2018 16:00,206 
9/29/2018 17:00,208 
9/29/2018 18:00,209 
9/29/2018 19:00,211 
9/29/2018 20:00,212 
9/29/2018 21:00,214 
9/29/2018 22:00,215 
9/29/2018 23:00,217 
9/30/2018 0:00,218 
9/30/2018 1:00,220 
9/30/2018 2:00,221 
9/30/2018 3:00,223 
9/30/2018 4:00,224 
9/30/2018 5:00,226 
9/30/2018 6:00,227 
9/30/2018 7:00,229 
9/30/2018 8:00,230 
9/30/2018 9:00,232 
9/30/2018 10:00,233 
9/30/2018 11:00,235 
9/30/2018 12:00,236 
9/30/2018 13:00,238 
9/30/2018 14:00,239 
9/30/2018 15:00,241 
9/30/2018 16:00,242 
9/30/2018 17:00,244 
9/30/2018 18:00,245 
9/30/2018 19:00,247 
9/30/2018 20:00,248 
9/30/2018 21:00,250 
9/30/2018 22:00,251 
9/30/2018 23:00,253 
10/1/2018 0:00,254 
