9/28/2018 0:00,4.233201981,,,
9/28/2018 0:10,4.225458455,,,
9/28/2018 0:20,4.217714928,,,
9/28/2018 0:30,4.209971402,,,
9/28/2018 0:40,4.202227875,,,
9/28/2018 0:50,4.194484349,,,
9/28/2018 1:00,4.119525671,,,
9/28/2018 1:10,4.054548454,,,
9/28/2018 1:20,3.989571237,,,
9/28/2018 1:30,3.975454484,,,
9/28/2018 1:40,3.961337731,,,
9/28/2018 1:50,3.947220978,,,
9/28/2018 2:00,3.924368978,,,
9/28/2018 2:10,3.905451245,,,
9/28/2018 2:20,3.886533512,,,
9/28/2018 2:30,3.867615779,,,
9/28/2018 2:40,3.848698046,,,
9/28/2018 2:50,3.829780313,,,
9/28/2018 3:00,3.847560287,,,
9/28/2018 3:10,3.835454800 ,,,
9/28/2018 3:20,3.823349313,,,
9/28/2018 3:30,3.811243826 ,,,
9/28/2018 3:40,3.799138339,,,
9/28/2018 3:50,3.787032852 ,,,
9/28/2018 4:00,3.734819889,,,
9/28/2018 4:10,3.724154545,,,
9/28/2018 4:20,3.713489201,,,
9/28/2018 4:30,3.702823857,,,
9/28/2018 4:40,3.692158513,,,
9/28/2018 4:50,3.681493169,,,
9/28/2018 5:00,3.670899808,,,
9/28/2018 5:10,3.685484500 ,,,
9/28/2018 5:20,3.700069192,,,
9/28/2018 5:30,3.714653884 ,,,
9/28/2018 5:40,3.729238576,,,
9/28/2018 5:50,3.743823268 ,,,
9/28/2018 6:00,3.737349391,,,
9/28/2018 6:10,3.725454549,,,
9/28/2018 6:20,3.713559706,,,
9/28/2018 6:30,3.701664864,,,
9/28/2018 6:40,3.689770021,,,
9/28/2018 6:50,3.677875179,,,
9/28/2018 7:00,3.673387766,,,
9/28/2018 7:10,3.685454484,,,
9/28/2018 7:20,3.697521202,,,
9/28/2018 7:30,3.70958792,,,
9/28/2018 7:40,3.721654638,,,
9/28/2018 7:50,3.733721356,,,
9/28/2018 8:00,3.737580359,,,
9/28/2018 8:10,3.741545449,,,
9/28/2018 8:20,3.745510538,,,
9/28/2018 8:30,3.749475628,,,
9/28/2018 8:40,3.753440717,,,
9/28/2018 8:50,3.757405807,,,
9/28/2018 9:00,3.783632755,,,
9/28/2018 9:10,,,,
9/28/2018 9:20,,,,
9/28/2018 9:30,,,,
9/28/2018 9:40,,,,
9/28/2018 9:50,,,,
9/28/2018 10:00,,,,
9/28/2018 10:10,,,,
9/28/2018 10:20,,,,
9/28/2018 10:30,,,,
9/28/2018 10:40,,,,
9/28/2018 10:50,,,,
9/28/2018 11:00,,,,
9/28/2018 11:10,,,,
9/28/2018 11:20,,,,
9/28/2018 11:30,,,,
9/28/2018 11:40,,,,
9/28/2018 11:50,,,,
9/28/2018 12:00,,,,
9/28/2018 12:10,,,,
9/28/2018 12:20,,,,
9/28/2018 12:30,,,,
9/28/2018 12:40,,,,
9/28/2018 12:50,,,,
9/28/2018 13:00,,,,
9/28/2018 13:10,,,,
9/28/2018 13:20,,,,
9/28/2018 13:30,,,,
9/28/2018 13:40,,,,
9/28/2018 13:50,,,,
9/28/2018 14:00,,,,
9/28/2018 14:10,,,,
9/28/2018 14:20,,,,
9/28/2018 14:30,,,,
9/28/2018 14:40,,,,
9/28/2018 14:50,,,,
9/28/2018 15:00,,,,
9/28/2018 15:10,,,,
9/28/2018 15:20,,,,
9/28/2018 15:30,,,,
9/28/2018 15:40,,,,
9/28/2018 15:50,,,,
9/28/2018 16:00,,,,
9/28/2018 16:10,,,,
9/28/2018 16:20,,,,
9/28/2018 16:30,,,,
9/28/2018 16:40,,,,
9/28/2018 16:50,,,,
9/28/2018 17:00,,,,
9/28/2018 17:10,,,,
9/28/2018 17:20,,,,
9/28/2018 17:30,,,,
9/28/2018 17:40,,,,
9/28/2018 17:50,,,,
9/28/2018 18:00,,,,
9/28/2018 18:10,,,,
9/28/2018 18:20,,,,
9/28/2018 18:30,,,,
9/28/2018 18:40,,,,
9/28/2018 18:50,,,,
9/28/2018 19:00,,,,
9/28/2018 19:10,,,,
9/28/2018 19:20,,,,
9/28/2018 19:30,,,,
9/28/2018 19:40,,,,
9/28/2018 19:50,,,,
9/28/2018 20:00,,,,
9/28/2018 20:10,,,,
9/28/2018 20:20,,,,
9/28/2018 20:30,,,,
9/28/2018 20:40,,,,
9/28/2018 20:50,,,,
9/28/2018 21:00,,,,
9/28/2018 21:10,,,,
9/28/2018 21:20,,,,
9/28/2018 21:30,,,,
9/28/2018 21:40,,,,
9/28/2018 21:50,,,,
9/28/2018 22:00,4.329803109,,,
9/28/2018 22:10,4.312545455,,,
9/28/2018 22:20,4.2952878,,,
9/28/2018 22:30,4.278030146,,,
9/28/2018 22:40,4.260772491,,,
9/28/2018 22:50,4.243514837,,,
9/28/2018 23:00,4.128767252,,,
9/28/2018 23:10,4.115454545,,,
9/28/2018 23:20,4.102141839,,,
9/28/2018 23:30,4.088829132,,,
9/28/2018 23:40,4.075516426,,,
9/28/2018 23:50,4.062203719,,,
9/29/2018 0:00,3.914810002,,,
9/29/2018 0:10,3.845474554,,,
